date,phc_id,drug_id,opening_stock,received_qty,dispensed_qty,closing_stock,reorder_point,safety_stock
2024-09-02,PHC_009,DENGUE_TEST_KIT,202,0,4,198,50,120
2024-09-02,PHC_009,TETANUS_TOXOID,285,0,0,285,100,200
2024-09-02,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,536,0,2,534,150,300
2024-09-02,PHC_010,ORS_SACHET,721,0,7,714,200,400
2024-09-02,PHC_010,PARACETAMOL_500MG,1538,0,17,1521,500,1000
2024-09-02,PHC_010,AMOXICILLIN_500MG,1117,0,9,1108,300,600
2024-09-02,PHC_010,ANTIMALARIAL_ACT,487,0,1,486,100,250
2024-09-02,PHC_010,ANTIVENOM_VIAL,36,0,0,36,10,25
2024-09-02,PHC_010,INSULIN_VIAL,102,0,2,100,40,80
2024-09-02,PHC_010,ORAL_REHYDRATION_IV,190,0,4,186,80,150
2024-09-02,PHC_010,MEASLES_VACCINE,360,0,2,358,150,300
2024-09-02,PHC_010,ANTIHISTAMINE,569,0,6,563,200,400
2024-09-02,PHC_010,IBUPROFEN_400MG,821,0,19,802,300,600
2024-09-02,PHC_010,COUGH_SYRUP,394,0,3,391,100,200
2024-09-02,PHC_010,ANTIDIARRHEAL,523,0,6,517,150,300
2024-09-02,PHC_010,DENGUE_TEST_KIT,239,0,1,238,50,120
2024-09-02,PHC_010,TETANUS_TOXOID,394,0,6,388,100,200
2024-09-02,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,585,0,3,582,150,300
2024-09-02,PHC_011,ORS_SACHET,541,0,10,531,200,400
2024-09-02,PHC_011,PARACETAMOL_500MG,1906,0,28,1878,500,1000
2024-09-02,PHC_011,AMOXICILLIN_500MG,802,0,14,788,300,600
2024-09-02,PHC_011,ANTIMALARIAL_ACT,334,0,5,329,100,250
2024-09-02,PHC_011,ANTIVENOM_VIAL,30,0,1,29,10,25
2024-09-02,PHC_011,INSULIN_VIAL,140,0,1,139,40,80
2024-09-02,PHC_011,ORAL_REHYDRATION_IV,222,0,2,220,80,150
2024-09-02,PHC_011,MEASLES_VACCINE,361,0,1,360,150,300
2024-09-02,PHC_011,ANTIHISTAMINE,690,0,13,677,200,400
2024-09-02,PHC_011,IBUPROFEN_400MG,831,0,17,814,300,600
2024-09-02,PHC_011,COUGH_SYRUP,322,0,4,318,100,200
2024-09-02,PHC_011,ANTIDIARRHEAL,517,0,12,505,150,300
2024-09-02,PHC_011,DENGUE_TEST_KIT,193,0,0,193,50,120
2024-09-02,PHC_011,TETANUS_TOXOID,270,0,9,261,100,200
2024-09-02,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,430,0,7,423,150,300
2024-09-02,PHC_012,ORS_SACHET,759,0,13,746,200,400
2024-09-02,PHC_012,PARACETAMOL_500MG,1512,0,25,1487,500,1000
2024-09-02,PHC_012,AMOXICILLIN_500MG,784,0,9,775,300,600
2024-09-02,PHC_012,ANTIMALARIAL_ACT,456,0,6,450,100,250
2024-09-02,PHC_012,ANTIVENOM_VIAL,44,0,0,44,10,25
2024-09-02,PHC_012,INSULIN_VIAL,115,0,2,113,40,80
2024-09-02,PHC_012,ORAL_REHYDRATION_IV,200,0,3,197,80,150
2024-09-02,PHC_012,MEASLES_VACCINE,363,0,1,362,150,300
2024-09-02,PHC_012,ANTIHISTAMINE,746,0,5,741,200,400
2024-09-02,PHC_012,IBUPROFEN_400MG,891,0,13,878,300,600
2024-09-02,PHC_012,COUGH_SYRUP,383,0,4,379,100,200
2024-09-02,PHC_012,ANTIDIARRHEAL,588,0,10,578,150,300
2024-09-02,PHC_012,DENGUE_TEST_KIT,165,0,1,164,50,120
2024-09-02,PHC_012,TETANUS_TOXOID,334,0,3,331,100,200
2024-09-02,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,469,0,5,464,150,300
2024-09-02,PHC_013,ORS_SACHET,777,0,13,764,200,400
2024-09-02,PHC_013,PARACETAMOL_500MG,1510,0,25,1485,500,1000
2024-09-02,PHC_013,AMOXICILLIN_500MG,1185,0,12,1173,300,600
2024-09-02,PHC_013,ANTIMALARIAL_ACT,498,0,1,497,100,250
2024-09-02,PHC_013,ANTIVENOM_VIAL,43,0,0,43,10,25
2024-09-02,PHC_013,INSULIN_VIAL,152,0,1,151,40,80
2024-09-02,PHC_013,ORAL_REHYDRATION_IV,289,0,5,284,80,150
2024-09-02,PHC_013,MEASLES_VACCINE,539,0,1,538,150,300
2024-09-02,PHC_013,ANTIHISTAMINE,483,0,10,473,200,400
2024-09-02,PHC_013,IBUPROFEN_400MG,1084,0,28,1056,300,600
2024-09-02,PHC_013,COUGH_SYRUP,356,0,7,349,100,200
2024-09-02,PHC_013,ANTIDIARRHEAL,592,0,11,581,150,300
2024-09-02,PHC_013,DENGUE_TEST_KIT,186,0,3,183,50,120
2024-09-02,PHC_013,TETANUS_TOXOID,378,0,8,370,100,200
2024-09-02,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,469,0,10,459,150,300
2024-09-02,PHC_014,ORS_SACHET,677,0,17,660,200,400
2024-09-02,PHC_014,PARACETAMOL_500MG,1788,0,24,1764,500,1000
2024-09-02,PHC_014,AMOXICILLIN_500MG,898,0,10,888,300,600
2024-09-02,PHC_014,ANTIMALARIAL_ACT,452,0,3,449,100,250
2024-09-02,PHC_014,ANTIVENOM_VIAL,32,0,0,32,10,25
2024-09-02,PHC_014,INSULIN_VIAL,102,0,5,97,40,80
2024-09-02,PHC_014,ORAL_REHYDRATION_IV,194,0,4,190,80,150
2024-09-02,PHC_014,MEASLES_VACCINE,492,0,0,492,150,300
2024-09-02,PHC_014,ANTIHISTAMINE,757,0,15,742,200,400
2024-09-02,PHC_014,IBUPROFEN_400MG,935,0,25,910,300,600
2024-09-02,PHC_014,COUGH_SYRUP,346,0,5,341,100,200
2024-09-02,PHC_014,ANTIDIARRHEAL,557,0,8,549,150,300
2024-09-02,PHC_014,DENGUE_TEST_KIT,152,0,0,152,50,120
2024-09-02,PHC_014,TETANUS_TOXOID,302,0,17,285,100,200
2024-09-02,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,369,0,3,366,150,300
2024-09-02,PHC_015,ORS_SACHET,748,0,11,737,200,400
2024-09-02,PHC_015,PARACETAMOL_500MG,1631,0,28,1603,500,1000
2024-09-02,PHC_015,AMOXICILLIN_500MG,1071,0,10,1061,300,600
2024-09-02,PHC_015,ANTIMALARIAL_ACT,494,0,0,494,100,250
2024-09-02,PHC_015,ANTIVENOM_VIAL,35,0,0,35,10,25
2024-09-02,PHC_015,INSULIN_VIAL,151,0,0,151,40,80
2024-09-02,PHC_015,ORAL_REHYDRATION_IV,184,0,6,178,80,150
2024-09-02,PHC_015,MEASLES_VACCINE,376,0,1,375,150,300
2024-09-02,PHC_015,ANTIHISTAMINE,573,0,5,568,200,400
2024-09-02,PHC_015,IBUPROFEN_400MG,939,0,14,925,300,600
2024-09-02,PHC_015,COUGH_SYRUP,303,0,1,302,100,200
2024-09-02,PHC_015,ANTIDIARRHEAL,568,0,9,559,150,300
2024-09-02,PHC_015,DENGUE_TEST_KIT,211,0,2,209,50,120
2024-09-02,PHC_015,TETANUS_TOXOID,289,0,2,287,100,200
2024-09-02,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,528,0,1,527,150,300
2024-09-03,PHC_001,ORS_SACHET,541,0,7,534,200,400
2024-09-03,PHC_001,PARACETAMOL_500MG,1654,0,17,1637,500,1000
2024-09-03,PHC_001,AMOXICILLIN_500MG,816,0,3,813,300,600
2024-09-03,PHC_001,ANTIMALARIAL_ACT,429,0,0,429,100,250
2024-09-03,PHC_001,ANTIVENOM_VIAL,43,0,0,43,10,25
2024-09-03,PHC_001,INSULIN_VIAL,120,0,1,119,40,80
2024-09-03,PHC_001,ORAL_REHYDRATION_IV,265,0,6,259,80,150
2024-09-03,PHC_001,MEASLES_VACCINE,575,0,9,566,150,300
2024-09-03,PHC_001,ANTIHISTAMINE,705,0,4,701,200,400
2024-09-03,PHC_001,IBUPROFEN_400MG,1172,0,12,1160,300,600
2024-09-03,PHC_001,COUGH_SYRUP,365,0,2,363,100,200
2024-09-03,PHC_001,ANTIDIARRHEAL,505,0,10,495,150,300
2024-09-03,PHC_001,DENGUE_TEST_KIT,148,0,0,148,50,120
2024-09-03,PHC_001,TETANUS_TOXOID,364,0,1,363,100,200
2024-09-03,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,451,0,5,446,150,300
2024-09-03,PHC_002,ORS_SACHET,752,0,5,747,200,400
2024-09-03,PHC_002,PARACETAMOL_500MG,1484,0,20,1464,500,1000
2024-09-03,PHC_002,AMOXICILLIN_500MG,955,0,4,951,300,600
2024-09-03,PHC_002,ANTIMALARIAL_ACT,410,0,4,406,100,250
2024-09-03,PHC_002,ANTIVENOM_VIAL,34,0,0,34,10,25
2024-09-03,PHC_002,INSULIN_VIAL,144,0,5,139,40,80
2024-09-03,PHC_002,ORAL_REHYDRATION_IV,168,0,4,164,80,150
2024-09-03,PHC_002,MEASLES_VACCINE,475,0,1,474,150,300
2024-09-03,PHC_002,ANTIHISTAMINE,513,0,3,510,200,400
2024-09-03,PHC_002,IBUPROFEN_400MG,968,0,22,946,300,600
2024-09-03,PHC_002,COUGH_SYRUP,285,0,2,283,100,200
2024-09-03,PHC_002,ANTIDIARRHEAL,374,0,12,362,150,300
2024-09-03,PHC_002,DENGUE_TEST_KIT,166,0,2,164,50,120
2024-09-03,PHC_002,TETANUS_TOXOID,317,0,7,310,100,200
2024-09-03,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,575,0,2,573,150,300
2024-09-03,PHC_003,ORS_SACHET,548,0,4,544,200,400
2024-09-03,PHC_003,PARACETAMOL_500MG,1607,0,10,1597,500,1000
2024-09-03,PHC_003,AMOXICILLIN_500MG,778,0,6,772,300,600
2024-09-03,PHC_003,ANTIMALARIAL_ACT,354,0,4,350,100,250
2024-09-03,PHC_003,ANTIVENOM_VIAL,36,0,0,36,10,25
2024-09-03,PHC_003,INSULIN_VIAL,106,0,0,106,40,80
2024-09-03,PHC_003,ORAL_REHYDRATION_IV,247,0,1,246,80,150
2024-09-03,PHC_003,MEASLES_VACCINE,432,0,1,431,150,300
2024-09-03,PHC_003,ANTIHISTAMINE,672,0,7,665,200,400
2024-09-03,PHC_003,IBUPROFEN_400MG,762,0,6,756,300,600
2024-09-03,PHC_003,COUGH_SYRUP,237,0,1,236,100,200
2024-09-03,PHC_003,ANTIDIARRHEAL,473,0,5,468,150,300
2024-09-03,PHC_003,DENGUE_TEST_KIT,149,0,2,147,50,120
2024-09-03,PHC_003,TETANUS_TOXOID,298,0,0,298,100,200
2024-09-03,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,451,0,2,449,150,300
2024-09-03,PHC_004,ORS_SACHET,735,0,28,707,200,400
2024-09-03,PHC_004,PARACETAMOL_500MG,1805,0,46,1759,500,1000
2024-09-03,PHC_004,AMOXICILLIN_500MG,843,0,15,828,300,600
2024-09-03,PHC_004,ANTIMALARIAL_ACT,344,0,4,340,100,250
2024-09-03,PHC_004,ANTIVENOM_VIAL,44,0,0,44,10,25
2024-09-03,PHC_004,INSULIN_VIAL,132,0,6,126,40,80
2024-09-03,PHC_004,ORAL_REHYDRATION_IV,195,0,11,184,80,150
2024-09-03,PHC_004,MEASLES_VACCINE,573,0,14,559,150,300
2024-09-03,PHC_004,ANTIHISTAMINE,778,0,10,768,200,400
2024-09-03,PHC_004,IBUPROFEN_400MG,1137,0,22,1115,300,600
2024-09-03,PHC_004,COUGH_SYRUP,259,0,7,252,100,200
2024-09-03,PHC_004,ANTIDIARRHEAL,536,0,15,521,150,300
2024-09-03,PHC_004,DENGUE_TEST_KIT,221,0,1,220,50,120
2024-09-03,PHC_004,TETANUS_TOXOID,337,0,3,334,100,200
2024-09-03,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,560,0,5,555,150,300
2024-09-03,PHC_005,ORS_SACHET,636,0,7,629,200,400
2024-09-03,PHC_005,PARACETAMOL_500MG,1214,0,9,1205,500,1000
2024-09-03,PHC_005,AMOXICILLIN_500MG,892,0,4,888,300,600
2024-09-03,PHC_005,ANTIMALARIAL_ACT,316,0,2,314,100,250
2024-09-03,PHC_005,ANTIVENOM_VIAL,46,0,0,46,10,25
2024-09-03,PHC_005,INSULIN_VIAL,121,0,2,119,40,80
2024-09-03,PHC_005,ORAL_REHYDRATION_IV,184,0,4,180,80,150
2024-09-03,PHC_005,MEASLES_VACCINE,585,0,2,583,150,300
2024-09-03,PHC_005,ANTIHISTAMINE,787,0,4,783,200,400
2024-09-03,PHC_005,IBUPROFEN_400MG,1046,0,11,1035,300,600
2024-09-03,PHC_005,COUGH_SYRUP,383,0,1,382,100,200
2024-09-03,PHC_005,ANTIDIARRHEAL,411,0,1,410,150,300
2024-09-03,PHC_005,DENGUE_TEST_KIT,156,0,1,155,50,120
2024-09-03,PHC_005,TETANUS_TOXOID,240,0,3,237,100,200
2024-09-03,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,424,0,3,421,150,300
2024-09-03,PHC_006,ORS_SACHET,722,0,12,710,200,400
2024-09-03,PHC_006,PARACETAMOL_500MG,1685,0,21,1664,500,1000
2024-09-03,PHC_006,AMOXICILLIN_500MG,737,0,4,733,300,600
2024-09-03,PHC_006,ANTIMALARIAL_ACT,352,0,0,352,100,250
2024-09-03,PHC_006,ANTIVENOM_VIAL,30,0,0,30,10,25
2024-09-03,PHC_006,INSULIN_VIAL,99,0,2,97,40,80
2024-09-03,PHC_006,ORAL_REHYDRATION_IV,240,0,3,237,80,150
2024-09-03,PHC_006,MEASLES_VACCINE,435,0,0,435,150,300
2024-09-03,PHC_006,ANTIHISTAMINE,644,0,4,640,200,400
2024-09-03,PHC_006,IBUPROFEN_400MG,861,0,7,854,300,600
2024-09-03,PHC_006,COUGH_SYRUP,343,0,2,-341,100,200
2024-09-03,PHC_006,ANTIDIARRHEAL,361,0,2,359,150,300
2024-09-03,PHC_006,DENGUE_TEST_KIT,184,0,1,183,50,120
2024-09-03,PHC_006,TETANUS_TOXOID,275,0,0,275,100,200
2024-09-03,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,543,0,2,541,150,300
2024-09-03,PHC_007,ORS_SACHET,569,0,14,555,200,400
2024-09-03,PHC_007,PARACETAMOL_500MG,1349,0,31,1318,500,1000
2024-09-03,PHC_007,AMOXICILLIN_500MG,826,0,16,810,300,600
2024-09-03,PHC_007,ANTIMALARIAL_ACT,321,0,4,317,100,250
2024-09-03,PHC_007,ANTIVENOM_VIAL,39,0,0,39,10,25
2024-09-03,PHC_007,INSULIN_VIAL,104,0,3,101,40,80
2024-09-03,PHC_007,ORAL_REHYDRATION_IV,177,0,7,170,80,150
2024-09-03,PHC_007,MEASLES_VACCINE,523,0,11,512,150,300
2024-09-03,PHC_007,ANTIHISTAMINE,742,0,10,732,200,400
2024-09-03,PHC_007,IBUPROFEN_400MG,845,0,33,812,300,600
2024-09-03,PHC_007,COUGH_SYRUP,341,0,10,331,100,200
2024-09-03,PHC_007,ANTIDIARRHEAL,392,0,10,382,150,300
2024-09-03,PHC_007,DENGUE_TEST_KIT,220,0,4,216,50,120
2024-09-03,PHC_007,TETANUS_TOXOID,290,0,3,287,100,200
2024-09-03,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,428,0,7,421,150,300
2024-09-03,PHC_008,ORS_SACHET,707,0,17,690,200,400
2024-09-03,PHC_008,PARACETAMOL_500MG,1495,0,27,1468,500,1000
2024-09-03,PHC_008,AMOXICILLIN_500MG,989,0,7,982,300,600
2024-09-03,PHC_008,ANTIMALARIAL_ACT,461,0,5,456,100,250
2024-09-03,PHC_008,ANTIVENOM_VIAL,43,0,0,43,10,25
2024-09-03,PHC_008,INSULIN_VIAL,153,0,2,151,40,80
2024-09-03,PHC_008,ORAL_REHYDRATION_IV,230,0,6,224,80,150
2024-09-03,PHC_008,MEASLES_VACCINE,422,0,1,421,150,300
2024-09-03,PHC_008,ANTIHISTAMINE,690,0,9,681,200,400
2024-09-03,PHC_008,IBUPROFEN_400MG,1131,0,11,1120,300,600
2024-09-03,PHC_008,COUGH_SYRUP,285,0,3,282,100,200
2024-09-03,PHC_008,ANTIDIARRHEAL,495,0,10,485,150,300
2024-09-03,PHC_008,DENGUE_TEST_KIT,174,0,5,169,50,120
2024-09-03,PHC_008,TETANUS_TOXOID,321,0,16,305,100,200
2024-09-03,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,588,0,6,582,150,300
2024-09-03,PHC_009,ORS_SACHET,764,0,7,757,200,400
2024-09-03,PHC_009,PARACETAMOL_500MG,1755,0,13,1742,500,1000
2024-09-03,PHC_009,AMOXICILLIN_500MG,1018,0,4,1014,300,600
2024-09-03,PHC_009,ANTIMALARIAL_ACT,396,0,3,393,100,250
2024-09-03,PHC_009,ANTIVENOM_VIAL,36,0,1,35,10,25
2024-09-03,PHC_009,INSULIN_VIAL,111,0,3,108,40,80
2024-09-03,PHC_009,ORAL_REHYDRATION_IV,243,0,1,242,80,150
2024-09-03,PHC_009,MEASLES_VACCINE,385,0,2,383,150,300
2024-09-03,PHC_009,ANTIHISTAMINE,699,0,5,694,200,400
2024-09-03,PHC_009,IBUPROFEN_400MG,1111,0,12,1099,300,600
2024-09-03,PHC_009,COUGH_SYRUP,367,0,2,365,100,200
2024-09-03,PHC_009,ANTIDIARRHEAL,523,0,3,520,150,300
2024-09-03,PHC_009,DENGUE_TEST_KIT,198,0,1,197,50,120
2024-09-03,PHC_009,TETANUS_TOXOID,285,0,2,283,100,200
2024-09-03,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,534,0,3,531,150,300
2024-09-03,PHC_010,ORS_SACHET,714,0,4,710,200,400
2024-09-03,PHC_010,PARACETAMOL_500MG,1521,0,7,1514,500,1000
2024-09-03,PHC_010,AMOXICILLIN_500MG,1108,0,5,1103,300,600
2024-09-03,PHC_010,ANTIMALARIAL_ACT,486,0,0,486,100,250
2024-09-03,PHC_010,ANTIVENOM_VIAL,36,0,0,36,10,25
2024-09-03,PHC_010,INSULIN_VIAL,100,0,1,99,40,80
2024-09-03,PHC_010,ORAL_REHYDRATION_IV,186,0,1,185,80,150
2024-09-03,PHC_010,MEASLES_VACCINE,358,0,5,353,150,300
2024-09-03,PHC_010,ANTIHISTAMINE,563,0,2,561,200,400
2024-09-03,PHC_010,IBUPROFEN_400MG,802,0,2,800,300,600
2024-09-03,PHC_010,COUGH_SYRUP,391,0,2,389,100,200
2024-09-03,PHC_010,ANTIDIARRHEAL,517,0,5,512,150,300
2024-09-03,PHC_010,DENGUE_TEST_KIT,238,0,3,235,50,120
2024-09-03,PHC_010,TETANUS_TOXOID,388,0,1,387,100,200
2024-09-03,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,582,0,2,580,150,300
2024-09-03,PHC_011,ORS_SACHET,531,0,10,521,200,400
2024-09-03,PHC_011,PARACETAMOL_500MG,1878,0,35,1843,500,1000
2024-09-03,PHC_011,AMOXICILLIN_500MG,788,0,10,778,300,600
2024-09-03,PHC_011,ANTIMALARIAL_ACT,329,0,3,326,100,250
2024-09-03,PHC_011,ANTIVENOM_VIAL,29,0,0,29,10,25
2024-09-03,PHC_011,INSULIN_VIAL,139,0,3,136,40,80
2024-09-03,PHC_011,ORAL_REHYDRATION_IV,220,0,9,211,80,150
2024-09-03,PHC_011,MEASLES_VACCINE,360,0,1,-359,150,300
2024-09-03,PHC_011,ANTIHISTAMINE,677,0,3,674,200,400
2024-09-03,PHC_011,IBUPROFEN_400MG,814,0,25,789,300,600
2024-09-03,PHC_011,COUGH_SYRUP,318,0,6,312,100,200
2024-09-03,PHC_011,ANTIDIARRHEAL,505,0,9,496,150,300
2024-09-03,PHC_011,DENGUE_TEST_KIT,193,0,2,191,50,120
2024-09-03,PHC_011,TETANUS_TOXOID,261,0,14,247,100,200
2024-09-03,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,423,0,6,417,150,300
2024-09-03,PHC_012,ORS_SACHET,746,0,10,736,200,400
2024-09-03,PHC_012,PARACETAMOL_500MG,1487,0,20,1467,500,1000
2024-09-03,PHC_012,AMOXICILLIN_500MG,775,0,10,765,300,600
2024-09-03,PHC_012,ANTIMALARIAL_ACT,450,0,3,447,100,250
2024-09-03,PHC_012,ANTIVENOM_VIAL,44,0,0,44,10,25
2024-09-03,PHC_012,INSULIN_VIAL,113,0,1,112,40,80
2024-09-03,PHC_012,ORAL_REHYDRATION_IV,197,0,5,192,80,150
2024-09-03,PHC_012,MEASLES_VACCINE,362,0,1,361,150,300
2024-09-03,PHC_012,ANTIHISTAMINE,741,0,5,736,200,400
2024-09-03,PHC_012,IBUPROFEN_400MG,878,0,15,863,300,600
2024-09-03,PHC_012,COUGH_SYRUP,379,0,8,371,100,200
2024-09-03,PHC_012,ANTIDIARRHEAL,578,0,10,568,150,300
2024-09-03,PHC_012,DENGUE_TEST_KIT,164,0,0,164,50,120
2024-09-03,PHC_012,TETANUS_TOXOID,331,0,2,329,100,200
2024-09-03,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,464,0,4,460,150,300
2024-09-03,PHC_013,ORS_SACHET,764,0,27,737,200,400
2024-09-03,PHC_013,PARACETAMOL_500MG,1485,0,34,1451,500,1000
2024-09-03,PHC_013,AMOXICILLIN_500MG,1173,0,14,1159,300,600
2024-09-03,PHC_013,ANTIMALARIAL_ACT,497,0,4,493,100,250
2024-09-03,PHC_013,ANTIVENOM_VIAL,43,0,0,43,10,25
2024-09-03,PHC_013,INSULIN_VIAL,151,0,4,147,40,80
2024-09-03,PHC_013,ORAL_REHYDRATION_IV,284,0,5,279,80,150
2024-09-03,PHC_013,MEASLES_VACCINE,538,0,17,521,150,300
2024-09-03,PHC_013,ANTIHISTAMINE,473,0,13,460,200,400
2024-09-03,PHC_013,IBUPROFEN_400MG,1056,0,34,1022,300,600
2024-09-03,PHC_013,COUGH_SYRUP,349,0,2,347,100,200
2024-09-03,PHC_013,ANTIDIARRHEAL,581,0,17,564,150,300
2024-09-03,PHC_013,DENGUE_TEST_KIT,183,0,1,182,50,120
2024-09-03,PHC_013,TETANUS_TOXOID,370,0,2,368,100,200
2024-09-03,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,459,0,4,455,150,300
2024-09-03,PHC_014,ORS_SACHET,660,0,14,646,200,400
2024-09-03,PHC_014,PARACETAMOL_500MG,1764,0,42,1722,500,1000
2024-09-03,PHC_014,AMOXICILLIN_500MG,888,0,21,867,300,600
2024-09-03,PHC_014,ANTIMALARIAL_ACT,449,0,5,444,100,250
2024-09-03,PHC_014,ANTIVENOM_VIAL,32,0,0,32,10,25
2024-09-03,PHC_014,INSULIN_VIAL,97,0,2,95,40,80
2024-09-03,PHC_014,ORAL_REHYDRATION_IV,190,0,8,182,80,150
2024-09-03,PHC_014,MEASLES_VACCINE,492,0,2,490,150,300
2024-09-03,PHC_014,ANTIHISTAMINE,742,0,9,733,200,400
2024-09-03,PHC_014,IBUPROFEN_400MG,910,0,19,891,300,600
2024-09-03,PHC_014,COUGH_SYRUP,341,0,7,334,100,200
2024-09-03,PHC_014,ANTIDIARRHEAL,549,0,8,541,150,300
2024-09-03,PHC_014,DENGUE_TEST_KIT,152,0,2,150,50,120
2024-09-03,PHC_014,TETANUS_TOXOID,285,0,12,273,100,200
2024-09-03,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,366,0,9,357,150,300
2024-09-03,PHC_015,ORS_SACHET,737,0,14,723,200,400
2024-09-03,PHC_015,PARACETAMOL_500MG,1603,0,21,1582,500,1000
2024-09-03,PHC_015,AMOXICILLIN_500MG,1061,0,5,1056,300,600
2024-09-03,PHC_015,ANTIMALARIAL_ACT,494,0,1,493,100,250
2024-09-03,PHC_015,ANTIVENOM_VIAL,35,0,0,35,10,25
2024-09-03,PHC_015,INSULIN_VIAL,151,0,1,150,40,80
2024-09-03,PHC_015,ORAL_REHYDRATION_IV,178,0,3,175,80,150
2024-09-03,PHC_015,MEASLES_VACCINE,375,0,0,375,150,300
2024-09-03,PHC_015,ANTIHISTAMINE,568,0,3,565,200,400
2024-09-03,PHC_015,IBUPROFEN_400MG,925,0,9,916,300,600
2024-09-03,PHC_015,COUGH_SYRUP,302,0,5,297,100,200
2024-09-03,PHC_015,ANTIDIARRHEAL,559,0,7,552,150,300
2024-09-03,PHC_015,DENGUE_TEST_KIT,209,0,0,209,50,120
2024-09-03,PHC_015,TETANUS_TOXOID,287,0,1,286,100,200
2024-09-03,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,527,0,2,525,150,300
2024-09-04,PHC_001,ORS_SACHET,534,0,19,515,200,400
2024-09-04,PHC_001,PARACETAMOL_500MG,1637,0,21,1616,500,1000
2024-09-04,PHC_001,AMOXICILLIN_500MG,813,0,10,803,300,600
2024-09-04,PHC_001,ANTIMALARIAL_ACT,429,0,6,423,100,250
2024-09-04,PHC_001,ANTIVENOM_VIAL,43,0,0,43,10,25
2024-09-04,PHC_001,INSULIN_VIAL,119,0,3,116,40,80
2024-09-04,PHC_001,ORAL_REHYDRATION_IV,259,0,4,255,80,150
2024-09-04,PHC_001,MEASLES_VACCINE,566,0,2,564,150,300
2024-09-04,PHC_001,ANTIHISTAMINE,701,0,7,694,200,400
2024-09-04,PHC_001,IBUPROFEN_400MG,1160,0,13,1147,300,600
2024-09-04,PHC_001,COUGH_SYRUP,363,0,3,360,100,200
2024-09-04,PHC_001,ANTIDIARRHEAL,495,0,14,481,150,300
2024-09-04,PHC_001,DENGUE_TEST_KIT,148,0,1,147,50,120
2024-09-04,PHC_001,TETANUS_TOXOID,363,0,2,361,100,200
2024-09-04,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,446,0,4,442,150,300
2024-09-04,PHC_002,ORS_SACHET,747,0,17,730,200,400
2024-09-04,PHC_002,PARACETAMOL_500MG,1464,0,24,1440,500,1000
2024-09-04,PHC_002,AMOXICILLIN_500MG,951,0,10,941,300,600
2024-09-04,PHC_002,ANTIMALARIAL_ACT,406,0,3,403,100,250
2024-09-04,PHC_002,ANTIVENOM_VIAL,34,0,0,34,10,25
2024-09-04,PHC_002,INSULIN_VIAL,139,0,1,138,40,80
2024-09-04,PHC_002,ORAL_REHYDRATION_IV,164,0,9,155,80,150
2024-09-04,PHC_002,MEASLES_VACCINE,474,0,1,473,150,300
2024-09-04,PHC_002,ANTIHISTAMINE,510,0,6,504,200,400
2024-09-04,PHC_002,IBUPROFEN_400MG,946,0,19,927,300,600
2024-09-04,PHC_002,COUGH_SYRUP,283,0,3,280,100,200
2024-09-04,PHC_002,ANTIDIARRHEAL,362,0,10,352,150,300
2024-09-04,PHC_002,DENGUE_TEST_KIT,164,0,3,161,50,120
2024-09-04,PHC_002,TETANUS_TOXOID,310,0,4,306,100,200
2024-09-04,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,573,0,5,568,150,300
2024-09-04,PHC_003,ORS_SACHET,544,0,23,521,200,400
2024-09-04,PHC_003,PARACETAMOL_500MG,1597,0,31,1566,500,1000
2024-09-04,PHC_003,AMOXICILLIN_500MG,772,0,13,759,300,600
2024-09-04,PHC_003,ANTIMALARIAL_ACT,350,0,3,347,100,250
2024-09-04,PHC_003,ANTIVENOM_VIAL,36,0,0,36,10,25
2024-09-04,PHC_003,INSULIN_VIAL,106,0,6,100,40,80
2024-09-04,PHC_003,ORAL_REHYDRATION_IV,246,0,5,241,80,150
2024-09-04,PHC_003,MEASLES_VACCINE,431,0,13,418,150,300
2024-09-04,PHC_003,ANTIHISTAMINE,665,0,13,652,200,400
2024-09-04,PHC_003,IBUPROFEN_400MG,756,0,20,736,300,600
